79545.45857431678,5.682861321615587,7.009188142792237,4.09,23086.800502686456,1059033.5578701235
79248.64245482568,6.0028998082752425,6.730821019094919,3.09,40173.07217364482,1505890.91484695
61287.067178656784,5.865889840310001,8.512727430375099,5.13,36882.15939970458,1058987.9878760849
63345.24004622798,7.1882360945186425,5.586728664827653,3.26,34310.24283090706,1260616.8066294468
59982.197225708034,5.040554523106283,7.839387785120487,4.23,26354.109472103148,630943.4893385402
77969.99352332516,5.359050538137819,8.133114034205407,4.08,29941.39892114893,1519415.3527275834
66997.40260577473,6.511274454886652,7.579983231566054,3.41,55761.36732691293,1788786.455834884
69232.94677629013,5.283882342970248,8.050009203630204,5.16,23728.240696241766,1144319.075933622
69686.32016979335,5.367354697306506,8.329114583166191,5.41,41007.66000341477,1148508.0252525522
60664.897136314285,5.5042942094805865,7.384769882468697,6.2,37712.83942228927,1029273.2785955656
